word	translation	notes	date
die Breite 	width		2026-03-23 15:34:00
 einwandfrei 	flawless		2026-03-23 15:37:00
die Holzplatte	wooden board 		2026-03-23 15:40:00
der Selbstabholer		selbst abholer	2026-03-23 15:43:00
der Flohmarkt 	flea market		2026-03-23 15:46:00
der Bundeskanzler	federal chancellor 		2026-03-23 15:49:00
der Bürgermeister 	mayor		2026-03-23 15:52:00
der Sonntagsbraten	Sunday roast 		2026-03-23 15:55:00
der Sonntagsfahrer	Sunday driver  		2026-03-23 15:58:00
 zuverlässig 	reliable		2026-03-23 16:01:00
die Ausbildung	training, vocational education 		2026-03-23 16:04:00
der Verdienst	earnings, income 		2026-03-23 16:07:00
der Begriff 	concept / kavram	begreifen	2026-03-23 16:10:00
 begreifen	to understand / kavramak		2026-03-23 16:13:00
 deutlich	clear, obvious 		2026-03-23 16:16:00
 basteln	 to do crafts, to tinker 		2026-03-23 16:19:00
 anbieten	to offer 		2026-03-23 16:22:00
unbestimmt	indefinite	ein	2026-03-23 16:25:00
die Bedeutung 	meaning		2026-03-23 16:28:00
 festgelegt	determined, fixed 		2026-03-23 16:31:00
die Theaterführung	guided tour of a theater 		2026-03-23 16:34:00
 schlicht	simple, plain / sade, basit 		2026-03-23 16:37:00
die Bedingung 	condition		2026-03-23 16:40:00
die Bedienung 	service , waiter 	bedienen	2026-03-23 16:43:00
 bedienen	to serve , to operate		2026-03-23 16:46:00
der Vertrag	contract, agreement 	vertragen	2026-03-23 16:49:00
vertragen 	to tolerate , to get along		2026-03-23 16:52:00
klöten	balls	simon	2026-03-25 21:05:55
nötig	necessery	simons scheis	2026-03-25 21:08:55
ich war auf der shaf			2026-03-25 21:11:55
ich möchte schaffen			2026-03-25 21:14:55
anrücken	army coming closer	simon	2026-03-25 21:17:55
heran 	an	clemens	2026-03-25 21:20:55
rücken	bir tik	clemens 	2026-03-25 22:01:29
wenn du es dir ganz fest vornimmst, dann kann dich niemand aufhalten		simon	2026-03-25 22:04:29
vornehmen		simon - ich nehme mir etwas vor zu tun	2026-03-25 22:07:29
 niemals 	never	theo bd	2026-03-25 22:11:00
 ausgespannt	relaxed; taken away (by someone) 		2026-03-25 22:12:00
die Vermutung	assumption, suspicion 		2026-03-25 22:13:00
vermuten	to assume 		2026-03-25 22:16:00
lüften 	to air out, ventilate	marie bd	2026-03-26 14:40:00
die Flüssigkeit 	liquid	marie bd impostor	2026-03-26 14:43:00
die Schnittwunde	cut wound 	marie bd impostor till	2026-03-26 14:46:00
der Popschutz	pop filter (microphone) 	marie bd impostor	2026-03-26 14:49:00
das Poster	poster		2026-03-26 14:52:00
preiswert	good value		2026-03-26 14:55:00
der Bildschirm	screen, monitor		2026-03-26 17:35:36
die Blumen	flowers		2026-03-26 17:38:36
die Blume	flower		2026-03-26 17:41:36
die Schublade	cekmece		2026-03-26 17:44:36
schleichweg	sneaky way	simon	2026-03-27 13:36:11
das is das a und o	wichtig	simon	2026-03-27 13:39:11
rumpfkreisen	core circling	simon	2026-03-27 13:45:11
verschärfung	change upwards	simon - tempo verschärfung	2026-03-27 13:48:11
tauben	pigeon	simon - ratten der lüfte	2026-03-27 13:51:11
schiess los	go ahaed	alex	2026-03-27 15:19:22
spinnen die	r they carzy	leonie chuch simon	2026-03-29 10:24:16
unaufmerkt		leonie	2026-03-29 10:27:16
dolle lachen		leonie laying down laughing press game 	2026-03-29 12:25:33
wem ghersch du?	to whom you belong to?	till - wem kersh dü	2026-03-30 19:00:44
rübsch	tims nachname	tim	2026-03-30 19:03:44
schienenersatzverkehr		simon - schiene train tracks ervatz replacement	2026-03-30 19:06:44
schadfe schaffe häusbaue		benno	2026-03-31 18:11:17
versorgt		ella sick - no need anything	2026-04-06 10:38:01
des Waldesrauschen	ambient sounds of forest	leo klara?	2026-04-07 19:40:16
rauschen		leo	2026-04-07 19:43:16
gerausch		leo	2026-04-07 19:46:16
bewusst	concious, aware		2026-04-09 07:11:30
sich bewusst sein 	to be aware (of) 		2026-04-09 07:14:30
der Fehltag	day of absence (school/work) 		2026-04-09 07:17:30
die Gelegenheit, -en	opportunity, occasion		2026-04-09 07:20:30
der Zufall	coincidence, chance 		2026-04-09 07:23:30
der Adler 	eagle		2026-04-09 07:26:30
die Wohngemeinschaft	shared flat	WG	2026-04-09 07:29:30
der Stau 	traffic jam		2026-04-09 07:32:30
ich washe mir die hande			2026-04-09 07:35:30
augen zu			2026-04-09 09:16:57
pendeln 	to communicate		2026-04-09 09:19:57
der Hubschrauber 	helicopter		2026-04-09 09:22:57
der Wohnwagen	caravan, trailer 		2026-04-09 09:25:57
der Apfelstrudel 			2026-04-09 09:28:18
 sich beeilen	to hurry 		2026-04-09 09:28:57
der Aufbruch	departure, new beginning 		2026-04-09 09:29:00
 aufbrechen	to set off / to break open 		2026-04-09 09:30:00
 umsteigen	to change (trains/buses), to transfer 		2026-04-09 09:31:18
den Anschluss	connection; transf 		2026-04-09 09:34:18
der Führerschein	driver’s license 		2026-04-09 09:48:00
tanken 	to refuel		2026-04-09 09:51:00
 besetzt  	occupied 		2026-04-09 09:57:00
der Vorteil 	advantage		2026-04-09 10:00:00
der Nachteil 	disadvantage		2026-04-09 10:03:00
 leihen	to lend; to borrow 		2026-04-09 10:06:00
 herunterladen	to download 		2026-04-09 10:09:00
 eingeben	to enter (data) 		2026-04-09 10:15:00
 abgeben	to hand in, submit 		2026-04-09 10:17:00
 an … vorbei	past, along		2026-04-10 08:07:44
gegenüber von	opposite of		2026-04-10 08:10:44
bis zu	up to		2026-04-10 08:13:44
 keine Eile	no hurry 		2026-04-10 08:56:36
die Eile	hurry, urgency 		2026-04-10 08:59:36
 eilig	urgent, in a hurry 		2026-04-10 09:02:36
der Lappen	rag, cloth; (slang) driver’s license 	führerschein	2026-04-10 09:05:36
erreichen	to reach, achieve 		2026-04-10 09:08:36
sich den Stoff nicht merken können 	to not be able to remember the material 		2026-04-10 09:57:38
der Schneider 	tailor		2026-04-10 10:08:04
der Kugelschreiber 	ballpoint pen 	kürsats lieblingswort	2026-04-10 11:30:11
die Staffel	bayrak yarisi	clemens münich hannes halbmarathon	2026-04-12 11:10:54
das Märkle	coupon	hannes	2026-04-12 12:12:37
etwas vollbringen		clemens - halbmarathon - es ist vollbracht :)	2026-04-12 12:15:37
schlange			2026-04-12 13:33:58
leistung			2026-04-12 13:36:58
engagiert		leonie	2026-04-12 15:19:39
hinter die ohren geschrieben		leonie	2026-04-12 15:22:39
mukke	musik	hannes	2026-04-12 15:25:39
auseinanderbauen		lotta	2026-04-12 21:36:00
das Eschenholz	ash wood 	shaju 4 tram	2026-04-13 06:39:43
der Gebärdendolmetscher 	sign language interpreter 		2026-04-13 07:44:06
das Hippopotamus	hippopotamus 	camille - latin - river horse	2026-04-13 07:47:06
das Nilpferd 	hippopotamus 		2026-04-13 07:50:06
der Auftrag 	assignment		2026-04-13 07:53:06
anstellen 	to employ 		2026-04-13 07:56:06
speichern 	to save 		2026-04-13 07:59:06
der Stummfilm	silent film		2026-04-13 08:02:06
eistanz			2026-04-14 07:46:37
eis			2026-04-14 07:49:37
hoch			2026-04-14 07:52:37
das paddel			2026-04-14 07:55:37
das surfbrett			2026-04-14 07:58:37
das mountainbike			2026-04-14 08:01:37
der schläager			2026-04-14 08:04:37
der skistock			2026-04-14 08:07:37
der voleyball			2026-04-14 08:10:37
die matte			2026-04-14 08:13:37
der helm			2026-04-14 08:16:37
die tauchenbrille			2026-04-14 08:19:37
turnen			2026-04-14 08:22:37
tauchen			2026-04-14 08:25:37
jubeln			2026-04-14 08:28:37
wahnsinnig 	insane		2026-04-14 08:31:37
vokuhila	mullet	vorne kurz hinten lang	2026-04-17 21:44:00
glühbirne	light bulb		2026-04-17 21:47:00
dreikäsehoch	toddler		2026-04-17 21:50:00
stubentiger	house cat		2026-04-17 21:53:00
der Eierkopf	egghead	johhny johnboy johnson s lieblingswort	2026-04-18 15:04:54
die Lage	location		2026-04-20 16:33:00
das Eigentum 	property		2026-04-20 16:36:00
die Geduld 	patience		2026-04-20 16:39:00
das Gesicht	face	giulia - lauf	2026-04-20 18:31:05
verlegen	embarassed		2026-04-21 07:03:09
böse	angry		2026-04-21 07:06:09
aufgebracht	upset		2026-04-21 07:09:09
gelangweilt	bored		2026-04-21 07:12:09
zuversichtlich	confident		2026-04-21 07:15:09
überrascht	suprised		2026-04-21 07:18:09
angeekelt	disgusted		2026-04-21 07:21:09
die  Heimat 	homeland		2026-04-21 07:24:09
arschrakete	ass rocket bike bag	hannes clemens	2026-04-30 19:59:38
der Traumkerl	dream guy	max - traumkerle	2026-05-02 21:55:57
der Regenschirm -e	umbrella		2026-05-07 06:48:58
die  Mischung 	mixture		2026-05-07 07:32:13
tötliches workout	deadly	ella	2026-05-10 08:17:04
die Wohlstandsplautze 	belly cuz i can	clemens	2026-05-10 10:29:41
der briefumschlag	letter		2026-05-13 15:34:47
das galgenmännchen	hangman		2026-05-13 15:37:47
die fantasie			2026-05-13 15:40:47
das päckchen			2026-05-13 15:43:47
fragebogen			2026-05-13 15:46:47
rätsel			2026-05-13 15:49:47
beschafig	busy		2026-05-13 15:52:47
der Arbeitszeitbetrug 	working time fraud	fritz	2026-05-16 15:54:58
beeindruckend	impressive	sophie	2026-05-17 21:33:24
der eindruck	impression	clemens	2026-05-17 21:36:24
der kreis	cirle	sophie	2026-05-17 21:39:24
der meterstab		clemens sophie	2026-05-18 17:19:07
das Gefrierfach	freezer	simon	2026-05-18 20:07:50
der Lokalmatador	local champion	sophie	2026-05-18 20:10:50
das techtelmechtel	bumsen / rummachen	simon giulia clemens	2026-05-19 20:49:26
teoretisch			2026-05-20 15:36:36
das souvenir			2026-05-20 15:39:36
das mitbringgsel			2026-05-20 15:42:36
das andenken			2026-05-20 15:45:36
der elternbeirat			2026-05-20 15:48:36
wiederbeschaffung	retrieval		2026-05-21 15:50:08
abrufen	recall		2026-05-21 15:53:08
sie geht nicht barfuß schuhe kaufen		clemens hannes simon	2026-05-21 20:32:08
oberkörperfrei		simon	2026-05-21 20:35:08
freischwinger		simon clemens	2026-05-21 20:38:08
traumdeuchen			2026-05-23 16:18:01
bedenkenlıs			2026-05-26 17:36:47
grauraier			2026-05-26 17:39:47
zieb zalb			2026-05-26 18:13:51
pakmas			2026-05-26 18:56:00
Einweihung			2026-05-26 18:59:00
befriedigent			2026-05-26 20:15:19
die feder	feather	sophie	2026-05-28 22:14:06
versohlen	to spank	simon	2026-05-30 20:44:00
die Sohle 	sole (of a shoe)		2026-05-30 20:47:00
heilen 	to heal, to cure		2026-05-31 11:47:21
tätig	active, employed, working in		2026-05-31 11:50:21
der Verlust	loss		2026-05-31 11:53:21
die Konkurrenz	competition		2026-05-31 11:56:21
der Vergleich 	comparison		2026-05-31 11:59:21
Abruf / Wiederbeschaffung / Rückgewinnung	retrieval		2026-05-31 12:02:21
die Wiese 	grassy field		2026-05-31 12:05:21
der Außenbereich 	outdoor area		2026-05-31 12:08:21
Innenbereich			2026-05-31 12:09:00
der Ehrenmann 	man of honor, legend (slang), adam gibi adam	giulia	2026-05-31 12:11:21
die scham	shame	hannes	2026-06-01 20:22:17
das schamhaar	pubic hair	hannes	2026-06-01 20:25:17
der heimwerker	home worker (hoby)	hannes	2026-06-01 20:28:17
du bist auf kraval gebürstet	wrong side of bed wake up	simon	2026-06-05 14:55:55
vielleicht ist alles viel leichter		lisa	2026-06-05 18:49:55
so jung kommen wir nicht mehr zusammen	prost	lisa	2026-06-05 20:07:52
pipapo	circa	lisa	2026-06-05 21:17:05
add alpavetical order			2026-06-05 21:20:05
ich hab nur Bahnhof verstanden		lisa	2026-06-05 21:23:05
das missgeschick		hannes	2026-06-05 21:26:05
schrubben	to scrub 	sophie	2026-06-11 20:58:49
pisse immer sauber	no drugs	marie	2026-06-12 19:42:19
saufen	drinking	janis	2026-06-12 19:45:19
komasaufen	koma drinking	marie	2026-06-12 19:48:19
wie ist die lage?	ortam nasi	carlota	2026-06-13 14:33:03
unnötig	unnecessary	sophie	2026-06-13 14:36:03
kennste einen kennste alle			2026-06-13 22:21:14
Kommst du rein, kannste rausgucken.			2026-06-13 22:24:14
der  Wahrsager			2026-06-13 22:27:14
nicht ins Gleisbett fallen		clemens	2026-06-13 22:30:14
der rabe	black birds	samia	2026-06-14 11:22:38
die Verkehrslage	traffic situation		2026-06-15 16:06:00
der Falschfahrer 	wrong-way driver		2026-06-15 16:09:00
nebeneinander fahren 	to drive side by side		2026-06-15 16:12:00
überholen 	to overtake		2026-06-15 16:15:00
die Ausfahrt 	exit		2026-06-15 16:18:00
die Vorfahrt	the right of who goes		2026-06-15 16:21:00
herauf	upwards		2026-06-15 16:24:00
herunter	downwards		2026-06-15 16:27:00
wackeln	to wobble	BMW	2026-06-15 16:30:00
die Verletzung	injury		2026-06-17 16:35:28
stürzen	crash		2026-06-17 16:38:28
der Bürgersteig	sidewalk, pavement		2026-06-17 16:41:28
kleben	 to stick , to glue		2026-06-17 16:44:28
Fahrradgeschäft			2026-06-17 16:47:28
stoßen	to bump into / to collide		2026-06-17 16:53:28
die Explosion 	explosion		2026-06-17 16:56:28
bluten	to bleed		2026-06-17 16:59:28
die Geschichte	story		2026-06-17 17:02:28
das Gewitter	thunderstorm		2026-06-17 17:05:28
der Sturm	storm		2026-06-17 17:08:28
sperren			2026-06-17 17:11:28
wolkig			2026-06-17 17:14:28
vermeiden			2026-06-17 17:17:28
besthehen			2026-06-17 17:20:28
gefahr			2026-06-17 17:23:28
umstürzender			2026-06-17 17:26:28
verhindert			2026-06-17 17:29:28
voraussichtlich			2026-06-17 17:32:28
der rap			2026-06-17 17:35:28
Lieber zwei Damen im Arm als zwei Arme im Darm			2026-06-19 20:26:39
Lieber im Stuhl einschlafen als im Schlaf einstuhlen			2026-06-19 20:29:39
abfullen			2026-06-30 10:25:06
auffullen			2026-06-30 10:28:06
das backpfeifengesicht		elias	2026-07-01 18:20:54
aus dem Stegreif	doing / saying something on top of your head, whithout having to contemplate		2026-07-01 19:26:36
erfinden	to invent	clemens simon	2026-07-01 20:04:56
lässig	chill	leonie	2026-07-02 19:09:14
aufbauen	to build up	giulia carlo leonie	2026-07-02 19:12:14
die Innigkeit	closeness	david - indie porn night	2026-07-03 19:18:42
das Vertrauen 	trust		2026-07-04 10:01:33
vertrauen 	to trust		2026-07-04 10:04:33
spüren	to feel		2026-07-04 10:07:33
glänzend	shiny	max - mir geht es	2026-07-04 20:22:57
fix	schnell	janick	2026-07-04 20:25:57
die lebensweisheiten	life wisdom	janick	2026-07-04 20:28:57
scherben bringen glück		clemens	2026-07-04 20:31:57
die Streusel	crumble	lotta	2026-07-07 10:17:35
lawrance	parkour	lawrance parkour	2026-07-07 10:20:35
abstellgleis	train sleeping place	clemens	2026-07-07 21:19:00
wüste			2026-07-08 15:50:32
küste			2026-07-08 15:53:32
norden			2026-07-08 15:56:32
süden			2026-07-08 15:59:32
osten			2026-07-08 16:02:32
westen			2026-07-08 16:05:32
das büro			2026-07-08 16:08:32
empfehlenswert			2026-07-08 16:19:46
überfressen		clemens	2026-07-12 20:06:00
verdungstugskälte		simon clemens sophie	2026-07-13 15:28:00
sessellüft		clemens simon sophie	2026-07-13 15:31:00
bieten anbieten			2026-07-15 15:34:58
ausstellung	exhibition		2026-07-15 15:37:58
das frostschutz		clemens sophie	2026-07-16 18:37:29
frostschutzmittel		sophie	2026-07-16 18:40:29
das augenbrauenpiercing		sophie	2026-07-16 18:43:29
saufen		fritz simon	2026-07-17 18:19:41
arschbohrer		fritz simon	2026-07-17 18:22:41
die kappas	capacity kurz form	sophie	2026-07-21 19:29:16
der gaumenschmaus		clemens sophie	2026-07-21 19:32:16
schmausen	to taste		2026-07-21 19:35:16
annehmen			2026-07-22 16:48:53
ablehnen			2026-07-22 16:51:53
herausschauen			2026-07-22 16:54:53
ausflug			2026-07-22 16:57:53
Streichholzschächtelchen	tiny matchbox	Mia - streichholz + schachtel	2026-07-22 17:46:46
unabhängig	independent		2026-07-22 18:21:00
schlau	clever		2026-07-22 18:24:00
ankacken	to piss someone off	angekackt	2026-07-22 18:27:00
grüne daumen	green thumb	annika mia	2026-07-24 18:50:14
scheere	my bad	mia	2026-07-24 18:53:14
auszongne	langos / pişi	clemens	2026-07-24 20:10:10
die Schadenfreude		julia	2026-07-25 18:30:00
quadratisch. praktisch. gut.	square. practical. good.	julia - ritter sport	2026-07-25 18:33:00
Preschdlingsgsälzhäfele	little jar of strawberry jam	julia - schwäbisch	2026-07-25 18:36:00
das Erdbeermarmeladenglas	strawberry jam jar	julia	2026-07-25 18:39:00
der Marmeladenglasmoment	jam jar moment	luca	2026-07-25 18:42:00
Stept der Bär!	lively atmosphere	luca	2026-07-25 18:45:00
Wer den Cent nicht ehrt, ist den Euro nicht wert.	if u dont enjoy lil things, u cant enjoy big things in life	luca mia 	2026-07-25 18:48:00
ehren	to honor		2026-07-25 18:51:00
schleckrosine	tasty raisin	clemens	2026-07-27 21:33:03
das Krankheitsbild	clinical picture		2026-07-28 13:40:36
der Fleck	stain		2026-07-28 13:43:36
besaufen	to get drunk		2026-07-28 13:46:36
besoffen	drunk		2026-07-28 13:49:36
das Besäufnis	icki alemi / alkol partisi		2026-07-28 13:52:36
die Reizüberflutung	sensory overload		2026-07-28 13:55:36
der Reiz	stimulus, attraction, appeal		2026-07-28 13:58:36
die Überflutung	flooding		2026-07-28 14:01:36
überfluten	to flood		2026-07-28 14:04:36
kotzen	to vomit		2026-07-28 14:07:36
hauptsache allesio geht es gut	when everything goin bad say this	sophie	2026-07-29 21:07:14
bala bala	pöf	paula	2026-07-30 21:54:51
farbehaft	colorful	sandy - singles walk	2026-08-03 08:31:06
zahlreich	numerous		2026-08-03 08:34:06
kohldampf	hungrig		2026-08-03 08:37:06
aufleiden	to suffer through	pinar - wie viel ist aufzuleiden! 	2026-08-26 14:08:46
enttäuschend	disappointing		2026-09-13 10:53:07
enttäuschen	to disappoint		2026-09-13 10:56:07
enttäuscht	disappointed		2026-09-13 10:59:07
hinterlistig	kurnaz		2026-09-13 11:02:07
die Wirkung	effect - impact - etki		2026-09-13 11:05:07
der Nonnenbeißer	grumpy person		2026-09-13 11:08:07
nachtragend	kin tutan		2026-09-13 11:11:07
muckelig	cozy		2026-09-13 11:14:07
einmuckeln	sıcacık sarınmak		2026-09-13 11:17:07
der Spaßverderber	eğlence bozan		2026-09-13 11:20:07
verderben	to ruin		2026-09-13 11:23:07
der Zettel	note		2026-09-13 11:26:07
die Unterlage	document		2026-09-13 11:29:07
die Beschwerde	complaint	alex	2026-09-13 11:32:07
der Lärm	noise	henri	2026-09-13 11:35:07
der Krach	loud noise	henri	2026-09-13 11:38:07
krachen	to crash	henri	2026-09-13 11:41:07
rauschen	hışırdamak	henri	2026-09-13 11:44:07
das Rauschen	hışırtı		2026-09-13 11:47:07
flinke	quick	simon	2026-09-13 11:50:07
der Falke	falcon / doğan, şahin		2026-09-13 11:53:07
unvergesslich	unvergesslich	max	2026-09-13 11:56:07
der Federweißer	partially fermented young wine	carlota	2026-09-13 11:59:07
unter Vorbehalt	something is not yet fully accepted or confirmed	alex	2026-09-13 12:02:07
der Durchbruch	breakthrough	simon	2026-09-13 12:05:07
die Geisel	hostage	simon	2026-09-13 12:08:07
das Lösegeld	ransom	simon	2026-09-13 12:23:00
das Nudelholz	rolling pin	leonie	2026-09-13 12:26:00
die Spiegelung	reflection	giulia	2026-09-13 12:29:00
spiegeln	to reflect		2026-09-13 12:32:00
die Fernbedienung	remote control	alex	2026-09-13 12:35:00
das Fernweh	wanderlust	leandra	2026-09-13 12:38:00
Heimweh 	homesickness		2026-09-13 12:44:00
